p sp 3278 4982
a 2470 3090 56.0 47.9
a 2471 1009 109.2 93.3
a 2471 1731 4.3 3.7
a 2471 2372 4.4 3.8
a 2472 650 78.1 66.8
a 2472 2708 24.3 20.8
a 2472 3041 141.2 120.7
a 2473 1200 44.8 38.3
a 2473 1220 8.3 7.1
a 2473 1397 12.6 10.8
a 2473 1725 24.6 21.0
a 2474 42 68.6 58.6
a 2474 1533 12.0 10.3
a 2474 2303 16.5 14.1
a 2474 3061 10.2 8.7
a 2475 375 17.4 14.9
a 2475 1259 7.6 6.5
a 2475 2668 9.1 7.8
a 2476 1946 7.3 6.2
a 2476 2026 9.6 8.2
a 2476 2563 7.8 6.7
a 2477 447 5.9 5.0
a 2477 1912 5.3 4.5
a 2477 2292 37.6 32.1
a 2477 2787 40.0 34.2
a 2478 873 9.1 7.8
a 2478 1852 38.8 33.2
a 2478 2720 5.7 4.9
a 2479 216 38.6 33.0
a 2479 382 38.6 33.0
a 2479 1264 87.8 75.0
a 2480 226 45.3 38.7
a 2480 592 49.7 42.5
a 2480 1477 21.3 18.2
a 2480 1918 48.7 41.6
a 2481 352 29.8 25.5
a 2481 2280 44.7 38.2
a 2481 3164 38.8 33.2
a 2482 206 32.9 28.1
a 2482 370 38.3 32.7
a 2482 2331 39.1 33.4
a 2483 576 83.7 71.5
a 2484 658 6.0 5.1
a 2485 645 8.1 6.9
a 2485 1926 22.8 19.5
a 2485 2677 24.1 20.6
a 2485 3194 6.4 5.5
a 2486 48 54.8 46.8
a 2486 924 48.4 41.4
a 2486 2818 58.1 49.7
a 2487 598 24.9 21.3
a 2487 1460 22.1 18.9
a 2487 2318 48.0 41.0
a 2487 2396 48.7 41.6
a 2488 145 47.1 40.3
a 2488 2246 68.3 58.4
a 2488 2805 85.5 73.1
a 2489 260 18.8 16.1
a 2489 1474 20.6 17.6
a 2489 2172 13.5 11.5
a 2489 2789 14.2 12.1
a 2490 146 7.3 6.2
a 2490 322 3.2 2.7
a 2490 3114 64.8 55.4
a 2491 158 11.1 9.5
a 2491 1258 16.8 14.4
a 2491 2627 14.4 12.3
a 2491 3138 6.6 5.6
a 2492 198 35.7 30.5
a 2492 982 28.0 23.9
a 2492 1153 71.8 61.4
a 2493 873 8.1 6.9
a 2493 1461 9.2 7.9
a 2493 1790 9.8 8.4
a 2493 2437 37.8 32.3
a 2494 1624 31.3 26.8
a 2495 606 47.0 40.2
a 2495 2650 11.6 9.9
a 2495 3064 8.0 6.8
a 2495 3234 8.0 6.8
a 2496 956 8.3 7.1
a 2497 15 8.2 7.0
a 2497 1752 8.4 7.2
a 2497 3027 10.3 8.8
a 2498 173 7.3 6.2
a 2498 2044 65.3 55.8
a 2498 2649 60.6 51.8
a 2498 2748 14.6 12.5
a 2499 603 8.8 7.5
a 2499 1070 5.7 4.9
a 2499 1437 7.8 6.7
a 2500 1745 7.1 6.1
a 2501 600 2.7 2.3
a 2501 1802 6.7 5.7
a 2501 2106 8.6 7.4
a 2502 901 67.5 57.7
a 2502 1287 1.7 1.5
a 2502 1570 38.9 33.2
a 2503 1354 26.0 22.2
a 2503 2844 38.2 32.6
a 2503 3173 6.5 5.6
a 2504 1530 5.9 5.0
a 2504 1655 6.0 5.1
a 2504 1889 167.1 142.8
a 2504 2669 8.3 7.1
a 2505 2873 11.1 9.5
a 2506 127 12.7 10.9
a 2506 2230 15.8 13.5
a 2506 2547 10.5 9.0
a 2506 2555 20.2 17.3
a 2506 3107 14.0 12.0
a 2507 647 13.8 11.8
a 2507 849 20.0 17.1
a 2507 1086 79.6 68.0
a 2507 2302 12.3 10.5
a 2508 771 98.5 84.2
a 2508 1307 12.2 10.4
a 2508 2174 37.6 32.1
a 2508 2660 25.6 21.9
a 2509 726 2.0 1.7
a 2509 1164 6.6 5.6
a 2509 3130 14.9 12.7
a 2510 59 7.6 6.5
a 2510 683 19.9 17.0
a 2510 1588 33.5 28.6
a 2511 1586 5.2 4.4
a 2512 1593 2.7 2.3
a 2513 714 6.8 5.8
a 2513 985 99.1 84.7
a 2513 3257 5.7 4.9
a 2514 1363 42.5 36.3
a 2514 1462 41.2 35.2
a 2514 1936 42.4 36.2
a 2514 3013 33.6 28.7
a 2515 712 10.2 8.7
a 2515 2527 78.8 67.4
a 2515 2682 7.0 6.0
a 2515 2750 24.6 21.0
a 2516 1047 39.1 33.4
a 2516 2169 25.3 21.6
a 2516 2872 16.1 13.8
a 2517 145 2.9 2.5
a 2517 1479 74.7 63.8
a 2517 2158 5.0 4.3
a 2518 1548 101.3 86.6
a 2518 2217 97.1 83.0
a 2518 2733 15.5 13.2
a 2519 177 64.6 55.2
a 2519 1288 30.0 25.6
a 2519 2411 11.1 9.5
a 2519 2694 18.3 15.6
a 2520 674 46.4 39.7
a 2520 761 9.4 8.0
a 2520 2151 22.2 19.0
a 2520 2161 97.5 83.3
a 2521 234 10.9 9.3
a 2521 439 113.1 96.7
a 2521 748 37.1 31.7
a 2521 2757 40.2 34.4
a 2522 2788 37.5 32.1
a 2523 1020 5.5 4.7
a 2523 1801 62.7 53.6
a 2523 2045 31.3 26.8
a 2523 2735 7.0 6.0
a 2524 1077 27.0 23.1
a 2524 1754 109.6 93.7
a 2524 1791 11.0 9.4
a 2524 2285 8.8 7.5
a 2525 336 47.1 40.3
a 2525 1892 15.1 12.9
a 2525 2714 30.4 26.0
a 2525 3074 39.5 33.8
a 2526 689 32.3 27.6
a 2526 846 49.8 42.6
a 2526 2182 49.3 42.1
a 2527 500 42.2 36.1
a 2527 2515 78.8 67.4
a 2527 2845 10.2 8.7
a 2528 1078 58.9 50.3
a 2528 2128 12.3 10.5
a 2528 2903 8.7 7.4
a 2529 168 11.4 9.7
a 2529 798 2.2 1.9
a 2529 3195 60.6 51.8
a 2530 1769 11.9 10.2
a 2530 2956 9.8 8.4
a 2530 3223 26.8 22.9
a 2531 296 5.4 4.6
a 2531 1745 14.4 12.3
a 2531 1938 6.0 5.1
a 2532 285 16.3 13.9
a 2532 1617 66.9 57.2
a 2532 1986 6.9 5.9
a 2532 2956 15.5 13.2
a 2533 456 31.9 27.3
a 2533 1094 38.5 32.9
a 2533 1820 7.8 6.7
a 2533 2057 53.0 45.3
a 2534 273 15.6 13.3
a 2534 1987 27.9 23.8
a 2534 2549 51.4 43.9
a 2535 873 10.7 9.1
a 2535 1499 14.8 12.6
a 2535 1790 10.1 8.6
a 2535 1901 13.9 11.9
a 2536 17 34.5 29.5
a 2536 1510 4.6 3.9
a 2536 1806 9.9 8.5
a 2537 561 110.7 94.6
a 2537 1670 15.8 13.5
a 2537 2541 32.4 27.7
a 2538 1856 10.6 9.1
a 2539 687 65.7 56.2
a 2539 812 121.6 103.9
a 2539 1697 10.8 9.2
a 2540 493 9.9 8.5
a 2540 1662 64.1 54.8
a 2540 2595 9.1 7.8
a 2541 2299 3.3 2.8
a 2541 2537 32.4 27.7
a 2541 3030 70.8 60.5
a 2542 55 62.5 53.4
a 2542 2595 11.2 9.6
a 2542 3064 10.1 8.6
a 2542 3066 8.3 7.1
a 2543 195 11.0 9.4
a 2543 2399 80.7 69.0
a 2543 2832 5.5 4.7
a 2544 1392 36.4 31.1
a 2544 2890 70.1 59.9
a 2544 3122 33.0 28.2
a 2545 401 6.3 5.4
a 2545 1256 25.0 21.4
a 2545 2821 38.6 33.0
a 2546 1155 182.9 156.3
a 2546 1414 13.7 11.7
a 2546 2392 59.6 50.9
a 2546 3208 10.8 9.2
a 2547 855 8.5 7.3
a 2547 1323 11.6 9.9
a 2547 2384 26.7 22.8
a 2547 2506 10.5 9.0
a 2548 428 13.8 11.8
a 2548 1948 53.0 45.3
a 2548 2068 18.7 16.0
a 2549 1290 13.4 11.5
a 2549 1712 13.8 11.8
a 2549 2178 16.0 13.7
a 2549 2534 51.4 43.9
a 2550 345 30.3 25.9
a 2550 585 26.7 22.8
a 2550 2573 51.3 43.8
a 2550 3035 6.8 5.8
a 2551 553 30.8 26.3
a 2552 169 17.7 15.1
a 2552 1017 1.4 1.2
a 2552 2185 18.5 15.8
a 2552 3093 1.2 1.0
a 2553 1832 31.0 26.5
a 2553 2880 9.2 7.9
a 2553 2883 47.9 40.9
a 2553 3015 122.8 105.0
a 2554 84 10.4 8.9
a 2554 1135 2.2 1.9
a 2554 2665 33.1 28.3
a 2555 368 6.8 5.8
a 2555 2506 20.2 17.3
a 2555 3180 6.1 5.2
a 2555 3231 79.3 67.8
a 2556 628 41.7 35.6
a 2556 1034 35.6 30.4
a 2556 3115 52.2 44.6
a 2556 3170 7.8 6.7
a 2557 305 20.4 17.4
a 2557 1264 18.1 15.5
a 2557 2305 27.7 23.7
a 2558 1073 4.5 3.8
a 2558 2163 23.7 20.3
a 2558 2449 4.7 4.0
a 2559 517 4.8 4.1
a 2560 270 100.8 86.2
a 2560 830 6.8 5.8
a 2560 1445 37.7 32.2
a 2560 2769 39.5 33.8
a 2561 1775 10.5 9.0
a 2561 1899 35.2 30.1
a 2561 3149 26.0 22.2
a 2562 520 74.2 63.4
a 2562 871 42.2 36.1
a 2562 2737 18.4 15.7
a 2562 3276 19.7 16.8
a 2563 1141 49.7 42.5
a 2563 2082 9.6 8.2
a 2563 2293 8.7 7.4
a 2563 2476 7.8 6.7
a 2564 1417 2.0 1.7
a 2564 2196 53.2 45.5
a 2564 3008 39.2 33.5
a 2565 414 25.0 21.4
a 2565 1953 10.3 8.8
a 2565 2335 44.0 37.6
a 2566 790 6.8 5.8
a 2566 1716 13.0 11.1
a 2566 2119 9.9 8.5
a 2566 2459 178.5 152.6
a 2567 252 73.8 63.1
a 2567 2582 42.4 36.2
a 2567 3150 34.0 29.1
a 2567 3276 20.1 17.2
a 2568 679 3.0 2.6
a 2568 688 36.9 31.5
a 2568 1398 121.0 103.4
a 2569 1470 200.9 171.7
a 2569 1787 85.1 72.7
a 2569 2367 51.0 43.6
a 2569 2705 120.3 102.8
a 2570 2272 23.3 19.9
a 2570 2335 53.5 45.7
a 2570 2670 9.4 8.0
a 2571 1965 12.8 10.9
a 2572 973 37.8 32.3
a 2572 1447 6.6 5.6
a 2572 2000 15.6 13.3
a 2572 2846 12.7 10.9
a 2573 193 31.9 27.3
a 2573 1125 25.0 21.4
a 2573 2550 51.3 43.8
a 2574 1730 95.0 81.2
a 2575 939 30.6 26.2
a 2575 1153 24.6 21.0
a 2575 1742 36.5 31.2
a 2575 1915 36.4 31.1
a 2576 940 34.0 29.1
a 2576 1536 43.3 37.0
a 2576 2876 48.4 41.4
a 2576 3014 9.1 7.8
a 2577 214 10.7 9.1
a 2577 731 11.8 10.1
a 2577 884 13.7 11.7
a 2577 1156 21.8 18.6
a 2577 1635 12.9 11.0
a 2578 460 103.7 88.6
a 2578 1542 89.7 76.7
a 2578 3161 11.4 9.7
a 2578 3243 12.5 10.7
a 2579 2688 2.5 2.1
a 2579 2691 6.8 5.8
a 2579 3131 9.6 8.2
a 2580 1344 23.9 20.4
a 2580 1934 120.4 102.9
a 2580 2172 9.6 8.2
a 2581 1033 42.6 36.4
a 2581 1480 72.7 62.1
a 2581 1703 68.2 58.3
a 2582 871 41.0 35.0
a 2582 2567 42.4 36.2
a 2582 3001 34.2 29.2
a 2582 3230 6.0 5.1
a 2583 45 21.2 18.1
a 2583 1800 24.7 21.1
a 2583 2608 87.1 74.4
a 2583 2625 28.7 24.5
a 2584 428 12.8 10.9
a 2584 658 26.9 23.0
a 2584 2068 28.0 23.9
a 2584 2373 22.2 19.0
a 2585 1491 7.8 6.7
a 2585 1774 6.6 5.6
a 2585 2953 6.1 5.2
a 2586 33 37.5 32.1
a 2586 962 38.7 33.1
a 2586 2049 44.6 38.1
a 2587 511 34.7 29.7
a 2587 1260 28.2 24.1
a 2587 1440 81.0 69.2
a 2587 2847 5.2 4.4
a 2588 1743 50.5 43.2
a 2589 936 7.2 6.2
a 2589 1087 6.8 5.8
a 2589 3248 37.1 31.7
a 2590 268 46.5 39.7
a 2590 721 78.8 67.4
a 2590 826 6.5 5.6
a 2590 2053 9.1 7.8
a 2591 515 4.7 4.0
a 2591 737 11.6 9.9
a 2591 2030 11.1 9.5
a 2592 1470 4.5 3.8
a 2592 2046 617.5 527.8
a 2592 2395 4.9 4.2
a 2593 1330 9.8 8.4
a 2593 1618 94.8 81.0
a 2593 3103 7.6 6.5
a 2593 3191 67.8 57.9
a 2594 1594 6.4 5.5
a 2595 1227 10.4 8.9
a 2595 1608 64.1 54.8
a 2595 2540 9.1 7.8
a 2595 2542 11.2 9.6
a 2596 3078 7.1 6.1
a 2597 1624 8.3 7.1
a 2598 575 23.8 20.3
a 2598 1471 19.1 16.3
a 2598 2267 10.2 8.7
a 2599 266 8.6 7.4
a 2599 1649 7.7 6.6
a 2599 1862 95.4 81.5
a 2599 2213 12.3 10.5
a 2600 542 15.6 13.3
a 2601 312 8.0 6.8
a 2601 1829 9.1 7.8
a 2601 2372 9.0 7.7
a 2601 3231 8.9 7.6
a 2602 942 24.2 20.7
a 2602 1173 85.1 72.7
a 2602 1184 78.9 67.4
a 2603 1464 3.6 3.1
a 2604 274 8.1 6.9
a 2604 770 10.3 8.8
a 2604 965 33.7 28.8
a 2604 3006 15.2 13.0
a 2605 471 2.0 1.7
a 2605 1065 6.3 5.4
a 2605 1235 69.6 59.5
a 2606 192 11.7 10.0
a 2606 632 49.5 42.3
a 2606 1525 11.9 10.2
a 2607 135 61.1 52.2
a 2607 493 30.0 25.6
a 2607 566 32.0 27.4
a 2607 2831 72.3 61.8
a 2608 1924 20.1 17.2
a 2608 2583 87.1 74.4
a 2608 3165 7.8 6.7
a 2609 695 86.9 74.3
a 2609 1031 10.8 9.2
a 2609 1610 9.3 7.9
a 2609 1733 15.6 13.3
a 2610 121 54.8 46.8
a 2610 593 7.3 6.2
a 2610 1370 33.7 28.8
a 2610 2136 48.0 41.0
a 2611 2100 29.8 25.5
a 2611 2296 11.5 9.8
a 2611 2838 25.5 21.8
a 2612 555 51.3 43.8
a 2612 670 4.7 4.0
a 2612 1961 38.6 33.0
a 2613 279 187.7 160.4
a 2613 2772 62.7 53.6
a 2613 2995 98.8 84.4
a 2614 486 5.9 5.0
a 2615 2084 10.6 9.1
a 2615 2469 30.2 25.8
a 2615 3018 55.1 47.1
a 2616 497 9.3 7.9
a 2616 943 20.9 17.9
a 2616 1631 27.9 23.8
a 2616 2444 89.9 76.8
a 2617 1132 61.2 52.3
a 2617 1579 67.2 57.4
a 2617 3205 11.5 9.8
a 2618 342 46.8 40.0
a 2618 1703 143.8 122.9
a 2618 1758 98.4 84.1
a 2619 161 13.2 11.3
a 2620 62 5.3 4.5
a 2621 960 3.6 3.1
a 2621 3052 269.9 230.7
a 2621 3237 7.2 6.2
a 2622 2042 7.0 6.0
a 2623 1184 38.6 33.0
a 2623 2377 10.7 9.1
a 2623 2888 20.9 17.9
a 2623 3227 21.4 18.3
a 2624 573 43.9 37.5
a 2624 814 7.8 6.7
a 2624 1729 98.3 84.0
a 2625 874 37.9 32.4
a 2625 1565 6.5 5.6
a 2625 1896 44.1 37.7
a 2625 2583 28.7 24.5
a 2626 270 4.5 3.8
a 2626 1228 35.7 30.5
a 2626 1923 161.1 137.7
a 2626 2986 4.9 4.2
a 2627 1548 6.0 5.1
a 2627 2491 14.4 12.3
a 2627 2935 7.1 6.1
a 2627 2947 198.1 169.3
a 2628 312 7.2 6.2
a 2628 1237 129.6 110.8
a 2628 2244 3.1 2.6
a 2629 695 10.8 9.2
a 2629 1031 87.3 74.6
a 2629 1419 9.1 7.8
a 2629 2982 105.2 89.9
a 2630 247 74.1 63.3
a 2630 523 11.6 9.9
a 2630 643 9.3 7.9
a 2630 2859 12.6 10.8
a 2631 299 25.5 21.8
a 2631 1131 58.3 49.8
a 2631 1721 17.0 14.5
a 2631 1900 54.7 46.8
a 2632 408 8.2 7.0
a 2632 723 41.7 35.6
a 2632 1920 38.9 33.2
a 2632 2929 33.5 28.6
a 2633 358 58.2 49.7
a 2633 1016 57.5 49.1
a 2633 1840 25.1 21.5
a 2633 2801 8.5 7.3
a 2634 664 17.0 14.5
a 2635 740 7.6 6.5
a 2635 776 2.0 1.7
a 2635 2351 5.0 4.3
a 2636 621 8.9 7.6
a 2636 1280 28.0 23.9
a 2636 1472 23.2 19.8
a 2636 2425 9.8 8.4
a 2637 2705 113.3 96.8
a 2638 912 44.9 38.4
a 2638 2996 32.6 27.9
a 2638 3197 7.0 6.0
a 2639 306 7.4 6.3
a 2639 755 42.8 36.6
a 2639 2334 22.1 18.9
a 2640 86 8.1 6.9
a 2640 1470 5.1 4.4
a 2640 2298 5.4 4.6
a 2640 2395 4.3 3.7
a 2641 890 6.0 5.1
a 2641 1149 25.4 21.7
a 2641 1643 40.8 34.9
a 2642 449 5.8 5.0
a 2642 1071 10.8 9.2
a 2642 1919 6.7 5.7
a 2642 3063 6.2 5.3
a 2643 416 301.5 257.7
a 2643 1379 47.6 40.7
a 2643 1526 87.2 74.5
a 2643 1935 39.6 33.8
a 2644 1755 8.1 6.9
a 2644 2396 26.3 22.5
a 2644 3211 8.1 6.9
a 2645 50 115.0 98.3
a 2645 1719 3.9 3.3
a 2645 2830 4.4 3.8
a 2646 394 6.3 5.4
a 2646 1804 22.3 19.1
a 2646 2141 15.0 12.8
a 2647 576 170.5 145.7
a 2647 1499 8.6 7.4
a 2647 2720 3.0 2.6
a 2648 335 40.1 34.3
a 2649 548 35.0 29.9
a 2649 2232 7.4 6.3
a 2649 2498 60.6 51.8
a 2650 1227 7.4 6.3
a 2650 1531 9.3 7.9
a 2650 2495 11.6 9.9
a 2650 3044 46.5 39.7
a 2651 664 29.0 24.8
a 2651 1766 14.3 12.2
a 2651 2659 9.6 8.2
a 2652 439 40.5 34.6
a 2652 2069 32.7 27.9
a 2652 2757 114.7 98.0
a 2652 3118 70.9 60.6
a 2653 679 237.5 203.0
a 2654 938 13.6 11.6
a 2655 2210 41.1 35.1
a 2655 2248 96.1 82.1
a 2655 2359 15.9 13.6
a 2655 2746 65.2 55.7
a 2656 188 76.4 65.3
a 2656 699 55.4 47.4
a 2656 2922 37.7 32.2
a 2656 2926 18.6 15.9
a 2657 230 4.9 4.2
a 2657 1795 80.6 68.9
a 2657 2266 97.3 83.2
a 2658 623 3.2 2.7
a 2658 1931 3.7 3.2
a 2658 1996 21.5 18.4
a 2659 1109 39.8 34.0
a 2659 2651 9.6 8.2
a 2659 2876 24.7 21.1
a 2660 351 10.2 8.7
a 2660 2508 25.6 21.9
a 2660 2854 11.3 9.7
a 2661 318 57.9 49.5
a 2661 983 28.0 23.9
a 2661 1305 46.8 40.0
a 2662 1033 65.9 56.3
a 2663 391 21.9 18.7
a 2663 941 26.3 22.5
a 2663 1241 84.0 71.8
a 2663 1365 12.7 10.9
a 2664 1724 5.7 4.9
a 2664 1810 18.3 15.6
a 2664 3110 13.6 11.6
a 2665 1737 5.0 4.3
a 2665 2554 33.1 28.3
a 2665 3122 111.0 94.9
a 2666 1666 44.0 37.6
a 2666 1687 9.5 8.1
a 2666 1736 12.4 10.6
a 2666 2152 5.5 4.7
a 2667 2121 175.7 150.2
a 2667 2890 57.6 49.2
a 2667 3059 35.7 30.5
a 2668 278 9.2 7.9
a 2668 355 5.9 5.0
a 2668 2153 7.3 6.2
a 2668 2475 9.1 7.8
a 2669 445 56.9 48.6
a 2669 1274 6.6 5.6
a 2669 2206 79.8 68.2
a 2669 2504 8.3 7.1
a 2670 54 124.4 106.3
a 2670 208 52.6 45.0
a 2670 902 22.9 19.6
a 2670 2570 9.4 8.0
a 2671 837 7.3 6.2
a 2672 990 7.6 6.5
a 2672 1871 34.3 29.3
a 2672 3186 33.4 28.5
a 2673 529 40.3 34.4
a 2674 1764 46.2 39.5
a 2675 136 9.5 8.1
a 2675 412 28.4 24.3
a 2675 1522 13.1 11.2
a 2676 1205 24.0 20.5
a 2677 1405 17.2 14.7
a 2677 2485 24.1 20.6
a 2677 3031 7.9 6.8
a 2678 1494 13.0 11.1
a 2678 1734 10.9 9.3
a 2678 2304 48.6 41.5
a 2678 3117 4.9 4.2
a 2679 469 59.1 50.5
a 2679 1133 30.5 26.1
a 2679 2231 22.2 19.0
a 2680 143 10.3 8.8
a 2680 1000 17.8 15.2
a 2680 2260 29.2 25.0
a 2681 1420 40.1 34.3
a 2681 1654 42.3 36.2
a 2681 2154 18.0 15.4
a 2682 1758 48.9 41.8
a 2682 2191 6.9 5.9
a 2682 2250 48.8 41.7
a 2682 2515 7.0 6.0
a 2683 2171 2.6 2.2
a 2683 2219 81.9 70.0
a 2683 3022 35.5 30.3
a 2684 43 11.1 9.5
a 2684 1615 12.2 10.4
a 2684 1884 114.1 97.5
a 2684 3272 8.0 6.8
a 2685 385 25.5 21.8
a 2685 845 2.4 2.1
a 2685 1498 42.0 35.9
a 2686 176 14.5 12.4
a 2686 1268 61.9 52.9
a 2686 1484 21.5 18.4
a 2687 1015 69.0 59.0
a 2688 1255 6.6 5.6
a 2688 2162 5.0 4.3
a 2688 2579 2.5 2.1
a 2689 611 43.3 37.0
a 2689 670 38.8 33.2
a 2689 1961 4.8 4.1
a 2689 2448 44.1 37.7
a 2690 813 5.3 4.5
a 2690 1315 10.2 8.7
a 2690 2113 4.6 3.9
a 2691 1255 2.5 2.1
a 2691 1895 72.8 62.2
a 2691 2287 5.7 4.9
a 2691 2579 6.8 5.8
a 2692 259 109.1 93.2
a 2692 1552 34.6 29.6
a 2692 1675 10.5 9.0
a 2692 2388 73.2 62.6
a 2693 410 34.6 29.6
a 2693 465 5.9 5.0
a 2693 2202 47.7 40.8
a 2693 2766 92.1 78.7
a 2694 642 22.2 19.0
a 2694 1853 11.9 10.2
a 2694 2519 18.3 15.6
a 2695 43 114.2 97.6
a 2695 1625 10.0 8.5
a 2695 1884 14.9 12.7
a 2695 3127 8.0 6.8
a 2696 85 2.0 1.7
a 2696 558 86.3 73.8
a 2696 1529 5.9 5.0
a 2697 713 51.6 44.1
a 2698 963 90.1 77.0
a 2699 236 9.7 8.3
a 2699 274 6.9 5.9
a 2699 2415 34.8 29.7
a 2700 246 14.2 12.1
a 2700 1808 19.0 16.2
a 2700 2911 52.8 45.1
a 2701 1963 24.1 20.6
a 2701 3026 12.6 10.8
a 2701 3130 67.3 57.5
a 2702 1125 5.2 4.4
a 2702 1180 4.3 3.7
a 2702 1362 49.2 42.1
a 2702 3214 48.2 41.2
a 2703 853 5.0 4.3
a 2703 3104 36.7 31.4
a 2703 3163 4.9 4.2
a 2704 747 107.5 91.9
a 2705 1114 146.7 125.4
a 2705 1338 10.6 9.1
a 2705 2569 120.3 102.8
a 2705 2637 113.3 96.8
a 2706 11 7.1 6.1
a 2706 1202 7.9 6.8
a 2706 2310 7.9 6.8
a 2707 795 3.6 3.1
a 2707 1623 4.7 4.0
a 2707 2215 28.5 24.4
a 2708 1890 79.4 67.9
a 2708 2283 48.8 41.7
a 2708 2472 24.3 20.8
a 2709 832 90.7 77.5
a 2709 1365 19.0 16.2
a 2709 2999 10.0 8.5
a 2710 920 404.3 345.6
a 2710 1816 45.6 39.0
a 2710 3045 26.5 22.6
a 2711 313 10.0 8.5
a 2711 1535 59.2 50.6
a 2711 2363 8.2 7.0
a 2711 2406 15.5 13.2
a 2712 1267 15.8 13.5
a 2712 1521 23.7 20.3
a 2712 3097 123.5 105.6
a 2713 1283 74.6 63.8
a 2713 1984 87.4 74.7
a 2713 2753 50.6 43.2
a 2714 144 60.2 51.5
a 2714 1634 6.0 5.1
a 2714 2525 30.4 26.0
a 2715 576 47.7 40.8
a 2715 1878 2.9 2.5
a 2715 2256 10.3 8.8
a 2716 2064 30.2 25.8
a 2717 410 31.9 27.3
a 2717 1978 14.5 12.4
a 2717 3051 6.3 5.4
a 2718 1682 3.2 2.7
a 2719 593 48.2 41.2
a 2719 2136 6.3 5.4
a 2719 2932 16.1 13.8
a 2720 1460 20.4 17.4
a 2720 2478 5.7 4.9
a 2720 2647 3.0 2.6
a 2721 184 6.6 5.6
a 2721 1684 28.3 24.2
a 2721 1891 9.0 7.7
a 2722 177 36.6 31.3
a 2722 878 22.6 19.3
a 2722 1819 30.2 25.8
a 2722 3196 24.1 20.6
a 2723 2170 14.5 12.4
a 2723 2438 6.5 5.6
a 2723 2973 16.1 13.8
a 2724 177 29.7 25.4
a 2724 524 40.4 34.5
a 2724 2922 48.1 41.1
a 2725 1467 21.2 18.1
a 2725 1757 9.6 8.2
a 2725 2452 25.6 21.9
a 2726 329 9.7 8.3
a 2726 1969 33.7 28.8
a 2726 1998 5.0 4.3
a 2727 426 34.3 29.3
a 2727 496 22.3 19.1
a 2727 1438 13.9 11.9
a 2727 1887 6.4 5.5
a 2728 1292 359.4 307.2
a 2729 422 107.0 91.5
a 2730 760 10.4 8.9
a 2730 1786 3.5 3.0
a 2730 1984 40.8 34.9
a 2731 1055 9.2 7.9
a 2732 1226 56.2 48.0
a 2732 1315 34.0 29.1
a 2732 1906 9.0 7.7
a 2733 1996 103.3 88.3
a 2733 1997 22.2 19.0
a 2733 2518 15.5 13.2
a 2734 440 128.1 109.5
a 2734 823 8.3 7.1
a 2734 3172 28.7 24.5
a 2735 6 32.6 27.9
a 2735 1857 30.9 26.4
a 2735 2523 7.0 6.0
a 2736 975 22.1 18.9
a 2737 326 28.3 24.2
a 2737 574 74.3 63.5
a 2737 2562 18.4 15.7
a 2738 95 16.7 14.3
a 2738 646 52.7 45.0
a 2738 2320 53.0 45.3
a 2739 1546 5.2 4.4
a 2739 2086 88.4 75.6
a 2739 2456 38.0 32.5
a 2740 19 12.0 10.3
a 2740 1003 10.2 8.7
a 2740 1137 18.7 16.0
a 2740 3181 9.8 8.4
a 2741 413 10.3 8.8
a 2741 2377 100.0 85.5
a 2741 2824 9.4 8.0
a 2742 975 24.6 21.0
a 2743 155 8.8 7.5
a 2743 903 15.4 13.2
a 2743 3120 48.2 41.2
a 2743 3145 32.2 27.5
a 2744 93 1.6 1.4
a 2744 260 8.8 7.5
a 2744 631 8.0 6.8
a 2745 997 72.6 62.1
a 2745 1121 8.8 7.5
a 2745 2414 5.7 4.9
a 2745 3184 29.1 24.9
a 2746 1276 27.8 23.8
a 2746 2418 32.2 27.5
a 2746 2655 65.2 55.7
a 2747 447 3.0 2.6
a 2747 805 15.0 12.8
a 2747 2319 11.4 9.7
a 2748 522 64.4 55.0
a 2748 803 8.5 7.3
a 2748 1825 61.0 52.1
a 2748 2498 14.6 12.5
a 2749 1754 62.2 53.2
a 2749 2774 23.4 20.0
a 2749 3172 52.3 44.7
a 2750 1246 86.6 74.0
a 2750 1297 5.0 4.3
a 2750 2270 7.3 6.2
a 2750 2515 24.6 21.0
a 2751 215 31.4 26.8
a 2751 565 77.9 66.6
a 2751 655 10.5 9.0
a 2751 2793 7.5 6.4
a 2752 1005 27.6 23.6
a 2752 1657 45.0 38.5
a 2752 3170 6.2 5.3
a 2752 3192 35.8 30.6
a 2753 1038 228.4 195.2
a 2753 1786 95.8 81.9
a 2753 2713 50.6 43.2
a 2753 2779 7.5 6.4
a 2754 831 89.4 76.4
a 2754 1305 40.3 34.4
a 2754 3228 33.9 29.0
a 2755 35 17.1 14.6
a 2756 551 21.5 18.4
a 2756 1059 42.0 35.9
a 2756 1471 11.2 9.6
a 2757 488 34.3 29.3
a 2757 1675 9.8 8.4
a 2757 2521 40.2 34.4
a 2757 2652 114.7 98.0
a 2758 408 41.8 35.7
a 2758 723 6.9 5.9
a 2758 2835 6.5 5.6
a 2758 2991 10.6 9.1
a 2759 73 51.2 43.8
a 2759 1100 7.9 6.8
a 2759 1367 44.6 38.1
a 2760 1662 35.6 30.4
a 2760 2003 4.6 3.9
a 2760 2826 8.4 7.2
a 2761 2102 7.4 6.3
a 2762 646 51.0 43.6
a 2762 1541 53.4 45.6
a 2762 1637 9.3 7.9
